,,lat.,lon.
2014/8/21,12:08:56,31.66844998,131.5663167
2014/8/21,12:09:28,31.66718331,131.5658167
2014/8/21,12:09:56,31.66589996,131.5653
2014/8/21,12:10:25,31.66505003,131.565
2014/8/21,12:10:57,31.66335002,131.5643333
2014/8/21,12:11:25,31.66204998,131.5638667
2014/8/21,12:11:58,31.66076663,131.5633833
2014/8/21,12:12:26,31.65950004,131.5628833
2014/8/21,12:12:54,31.65865003,131.5625667
2014/8/21,12:13:26,31.65695001,131.5619167
2014/8/21,12:13:55,31.6561,131.5616
2014/8/21,12:14:27,31.65439999,131.5609333
2014/8/21,12:14:55,31.65313331,131.5604667
2014/8/21,12:15:28,31.65188332,131.55995
2014/8/21,12:15:56,31.65059997,131.5594833
2014/8/21,12:16:25,31.64973336,131.55915
2014/8/21,12:16:57,31.64801667,131.5585333
2014/8/21,12:17:25,31.64674999,131.558
2014/8/21,12:17:57,31.64548332,131.5575333
2014/8/21,12:18:26,31.64419997,131.5570833
2014/8/21,12:18:58,31.6429167,131.5565833
2014/8/21,12:19:26,31.64163334,131.5560667
2014/8/21,12:19:55,31.64078333,131.55575
2014/8/21,12:20:27,31.63908332,131.55505
2014/8/21,12:20:56,31.63779996,131.5545667
2014/8/21,12:21:24,31.63696663,131.5542
2014/8/21,12:21:57,31.63525002,131.5535667
2014/8/21,12:22:25,31.63396667,131.5530667
2014/8/21,12:22:58,31.63266663,131.5526334
2014/8/21,12:23:26,31.63139996,131.55215
2014/8/21,12:23:54,31.63053336,131.55185
2014/8/21,12:24:27,31.62881666,131.5512167
2014/8/21,12:24:55,31.62751663,131.5507334
2014/8/21,12:25:28,31.62621668,131.5502667
2014/8/21,12:25:56,31.62489996,131.5498166
2014/8/21,12:26:24,31.62403336,131.5495333
2014/8/21,12:26:57,31.62231666,131.5488667
2014/8/21,12:27:25,31.62103331,131.5484167
2014/8/21,12:27:58,31.61973336,131.5479667
2014/8/21,12:28:26,31.61843332,131.5475
2014/8/21,12:28:54,31.61756664,131.5471834
2014/8/21,12:29:27,31.61583334,131.5465666
2014/8/21,12:29:55,31.61451663,131.5461
2014/8/21,12:30:27,31.61323336,131.5456167
2014/8/21,12:30:56,31.61193333,131.5451166
2014/8/21,12:31:24,31.61106664,131.5448167
2014/8/21,12:31:57,31.60935002,131.54415
2014/8/21,12:32:25,31.60848334,131.5438334
2014/8/21,12:32:57,31.60675004,131.5432
2014/8/21,12:33:25,31.60586667,131.5429
2014/8/21,12:33:57,31.6041167,131.5422833
2014/8/21,12:34:25,31.60281667,131.5418
2014/8/21,12:34:57,31.60153331,131.5413167
2014/8/21,12:35:26,31.60023336,131.5408333
2014/8/21,12:35:54,31.59936667,131.5405167
2014/8/21,12:36:26,31.5976333,131.5398666
2014/8/21,12:36:55,31.59631667,131.5394
2014/8/21,12:37:27,31.59631667,131.5394
2014/8/21,12:37:55,31.59368332,131.5385
2014/8/21,12:38:28,31.59238329,131.5380334
2014/8/21,12:38:56,31.59106666,131.53755
2014/8/21,12:39:24,31.59019997,131.53725
2014/8/21,12:39:57,31.58846668,131.5365834
2014/8/21,12:40:25,31.58718333,131.5361
2014/8/21,12:40:58,31.5858667,131.53565
2014/8/21,12:41:26,31.58456666,131.5351667
2014/8/21,12:41:55,31.58369998,131.5348667
2014/8/21,12:42:27,31.58196668,131.53425
2014/8/21,12:42:55,31.58196668,131.53425
2014/8/21,12:43:27,31.57893335,131.53315
2014/8/21,12:43:56,31.57806667,131.5328333
2014/8/21,12:44:28,31.57676663,131.53235
2014/8/21,12:44:56,31.57548336,131.5318167
2014/8/21,12:45:25,31.57461667,131.5315
2014/8/21,12:45:57,31.57289998,131.5308833
2014/8/21,12:46:26,31.5716333,131.5304
2014/8/21,12:46:54,31.5716333,131.5304
2014/8/21,12:47:26,31.56905,131.5294833
2014/8/21,12:47:55,31.56821667,131.5291666
2014/8/21,12:48:27,31.56653333,131.5285
2014/8/21,12:48:55,31.56528334,131.52805
2014/8/21,12:49:28,31.56401667,131.5275833
2014/8/21,12:49:56,31.56274999,131.5271833
2014/8/21,12:50:24,31.56191667,131.5269167
2014/8/21,12:50:57,31.56031664,131.5264
2014/8/21,12:51:25,31.55920001,131.5259667
2014/8/21,12:51:58,31.55811665,131.5256333
2014/8/21,12:52:26,31.55710001,131.5253
2014/8/21,12:52:54,31.55643331,131.5251167
2014/8/21,12:53:27,31.55518332,131.5247666
2014/8/21,12:53:55,31.55518332,131.5247666
2014/8/21,12:54:27,31.5534667,131.5243167
2014/8/21,12:54:56,31.55271669,131.5241
2014/8/21,12:55:24,31.55224998,131.5239834
2014/8/21,12:55:56,31.5513667,131.5238166
2014/8/21,12:56:25,31.55093336,131.5237166
2014/8/21,12:56:57,31.55016666,131.52355
2014/8/21,12:57:25,31.54968336,131.5234834
2014/8/21,12:57:58,31.54929997,131.5234667
2014/8/21,12:58:26,31.54905003,131.5235
2014/8/21,12:58:54,31.54891667,131.52355
2014/8/21,12:59:27,31.54878331,131.5237166
2014/8/21,12:59:55,31.54875004,131.5238834
2014/8/21,13:00:28,31.54876663,131.5240667
2014/8/21,13:00:56,31.54883335,131.52425
2014/8/21,13:01:24,31.54888331,131.5243833
2014/8/21,13:01:57,31.54903335,131.5246334
2014/8/21,13:02:25,31.5491833,131.5248167
2014/8/21,13:02:58,31.54936669,131.525
2014/8/21,13:03:26,31.54955001,131.5252
2014/8/21,13:03:54,31.54969996,131.5253167
2014/8/21,13:04:27,31.54998335,131.5255834
2014/8/21,13:04:55,31.5502167,131.5257834
2014/8/21,13:05:28,31.55046665,131.5259834
2014/8/21,13:05:56,31.55071668,131.5261834
2014/8/21,13:06:24,31.5509,131.5263333
2014/8/21,13:06:57,31.55125002,131.5266
2014/8/21,13:07:25,31.55153333,131.5268167
2014/8/21,13:07:58,31.55181664,131.5270334
2014/8/21,13:08:26,31.55211663,131.52725
2014/8/21,13:08:54,31.55230002,131.5274
2014/8/21,13:09:27,31.55268333,131.5277
2014/8/21,13:09:55,31.55295004,131.5279166
2014/8/21,13:10:28,31.55316663,131.5281166
2014/8/21,13:10:56,31.55321667,131.5282667
2014/8/21,13:11:25,31.55315003,131.52835
2014/8/21,13:11:57,31.55284996,131.5284
2014/8/21,13:12:25,31.55248334,131.5284167
2014/8/21,13:12:58,31.55203331,131.5283833
2014/8/21,13:13:26,31.55203331,131.5283833
2014/8/21,13:13:54,31.55086664,131.5281834
2014/8/21,13:14:27,31.55018334,131.5280333
2014/8/21,13:14:55,31.54968336,131.5279166
2014/8/21,13:15:27,31.54863336,131.5276667
2014/8/21,13:15:55,31.54778335,131.5274667
2014/8/21,13:16:28,31.54689998,131.52725
2014/8/21,13:16:56,31.5460167,131.5270167
2014/8/21,13:17:24,31.54543332,131.52685
2014/8/21,13:17:57,31.54424996,131.5265667
2014/8/21,13:18:25,31.54336668,131.52635
2014/8/21,13:18:57,31.54246663,131.5261333
2014/8/21,13:19:25,31.54156666,131.5259166
2014/8/21,13:19:57,31.5406667,131.5256834
2014/8/21,13:20:26,31.53976665,131.52545
2014/8/21,13:20:54,31.53918335,131.5252833
2014/8/21,13:21:26,31.53798332,131.525
2014/8/21,13:21:55,31.53738334,131.5248666
2014/8/21,13:22:27,31.5361833,131.5245666
2014/8/21,13:22:55,31.53528334,131.52435
2014/8/21,13:23:28,31.53528334,131.52435
2014/8/21,13:23:56,31.53356664,131.5237
2014/8/21,13:24:25,31.53306666,131.5233167
2014/8/21,13:24:57,31.5320667,131.52255
2014/8/21,13:25:25,31.53133336,131.5219667
2014/8/21,13:25:57,31.53058335,131.5213667
2014/8/21,13:26:25,31.52983334,131.5207833
2014/8/21,13:26:58,31.52908333,131.5202167
2014/8/21,13:27:26,31.52831663,131.51965
2014/8/21,13:27:58,31.52755002,131.5190667
2014/8/21,13:28:26,31.52678333,131.5184833
2014/8/21,13:28:54,31.52628335,131.5181
2014/8/21,13:29:26,31.52526663,131.5173166
2014/8/21,13:29:54,31.52478333,131.5169167
2014/8/21,13:30:27,31.52376669,131.5161666
2014/8/21,13:30:55,31.52299999,131.5155833
2014/8/21,13:31:28,31.5222333,131.5150166
2014/8/21,13:31:56,31.52146669,131.51445
2014/8/21,13:32:24,31.52095003,131.5140833
2014/8/21,13:32:56,31.51990003,131.5133167
2014/8/21,13:33:24,31.51938337,131.5129333
2014/8/21,13:33:56,31.51836664,131.5121666
2014/8/21,13:34:24,31.51786666,131.5117666
2014/8/21,13:34:56,31.5168667,131.5110333
